"","SRR8507541.count","SRR8507542.count","SRR8507543.count","SRR8507544.count","SRR8507545.count","SRR8507546.count","SRR8507547.count","SRR8507548.count","SRR8507549.count","SRR8507550.count","SRR8507551.count","SRR8507552.count"
"hsa-miR-1236-3p",0,0,0,0,0,0,13.6755877083818,0,0,0,0,0
"hsa-miR-1236-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1237-3p",0,0,0,0,0,9.39311109232489,0,0,0,0,0,0
"hsa-miR-1237-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1238-3p",0,50.2689388227015,34.4216305526393,21.5211122110791,52.7683600912893,18.7862221846498,27.3511754167635,61.0823797695158,14.9652432226155,0,16.6797324570914,21.0663801638964
"hsa-miR-1238-5p",98.9437751997427,150.806816468104,17.2108152763196,64.5633366332372,184.689260319512,103.324222015574,109.404701667054,20.3607932565053,89.7914593356928,122.547350934764,33.3594649141828,21.0663801638964
"hsa-miR-124-3p",667.870482598263,728.899612929171,1084.28136240814,946.928937287479,342.99434059338,216.041555123472,150.431464792199,223.968725821558,209.513405116617,108.930978608679,800.627157940386,589.8586445891
"hsa-miR-124-5p",1632.57229079576,1935.35414467401,1686.65989707932,1850.8156501528,2282.23157394826,920.524887047839,1435.93670938009,1710.30663354644,695.88380985162,1599.92374831497,1351.0583290244,695.190545408582
"hsa-miR-1243",24.7359437999357,0,0,0,0,0,13.6755877083818,0,0,0,0,0
"hsa-miR-1244",0,0,0,0,0,18.7862221846498,0,20.3607932565053,0,0,0,0
"hsa-miR-1245a",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1245b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1245b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1246",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1247-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1247-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1248",0,0,0,0,26.3841800456446,0,0,0,0,0,0,0
"hsa-miR-1249-3p",0,0,0,0,13.1920900228223,0,0,0,0,13.6163723260849,0,42.1327603277929
"hsa-miR-1249-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1250-3p",0,0,0,0,13.1920900228223,0,0,0,0,0,0,0
"hsa-miR-1250-5p",0,0,0,0,0,9.39311109232489,0,20.3607932565053,0,0,0,0
"hsa-miR-1251-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1251-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1252-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1252-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1253",0,0,0,0,0,0,0,0,0,0,33.3594649141828,21.0663801638964
"hsa-miR-1255a",0,0,51.6324458289589,21.5211122110791,0,0,0,40.7215865130105,0,34.0409308152122,0,0
"hsa-miR-1255b-2-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1255b-5p",24.7359437999357,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1256",0,0,0,0,0,0,0,20.3607932565053,0,0,0,0
"hsa-miR-1257",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1258",1286.26907759666,1105.91665409943,1118.70299296078,1011.49227392072,2480.1129242906,3898.14110331483,3459.92369022059,2993.03660870628,1159.8063497527,1000.80336596724,667.189298283655,737.323305736375
"hsa-miR-125a-3p",24.7359437999357,0,17.2108152763196,43.0422244221581,26.3841800456446,0,0,40.7215865130105,29.930486445231,27.2327446521698,0,42.1327603277929
"hsa-miR-125a-5p",2102.55522299453,1809.68179761725,2065.29783315836,2001.46343563035,4445.73433769112,6856.97109739717,6318.12152127238,5456.69259274341,2147.51240244532,1708.85472692365,2068.28682467933,1895.97421475068
"hsa-miR-125b-1-3p",0,0,0,0,0,0,0,0,7.48262161130774,0,0,0
"hsa-miR-125b-2-3p",0,0,0,21.5211122110791,0,28.1793332769747,0,0,14.9652432226155,95.3146062825942,0,21.0663801638964
"hsa-miR-125b-5p",0,0,0,0,0,0,0,0,22.4478648339232,6.80818616304244,0,0
"hsa-miR-126-3p",0,0,0,0,0,9.39311109232489,0,0,7.48262161130774,0,0,0
"hsa-miR-126-5p",0,0,0,0,13.1920900228223,28.1793332769747,0,0,7.48262161130774,0,0,0
"hsa-miR-1260a",173.15160659955,326.748102347559,154.897337486877,236.73223432187,65.9604501141116,216.041555123472,109.404701667054,244.329519078063,299.30486445231,245.094701869528,200.156789485097,84.2655206555857
