"","SRR2105159.count","SRR2105160.count","SRR2105161.count","SRR2105162.count","SRR2105163.count","SRR2105164.count","SRR2105165.count","SRR2105166.count","SRR2105167.count","SRR2105168.count","SRR2105169.count","SRR2105170.count","SRR2105171.count","SRR2105172.count","SRR2105173.count","SRR2105174.count","SRR2105207.count","SRR2105208.count","SRR2105209.count","SRR2105210.count","SRR2105211.count","SRR2105212.count","SRR2105213.count","SRR2105214.count","SRR2105215.count","SRR2105216.count","SRR2105217.count","SRR2105218.count","SRR2105219.count","SRR2105220.count","SRR2105221.count","SRR2105222.count","SRR2105239.count","SRR2105240.count","SRR2105241.count","SRR2105242.count","SRR2105243.count","SRR2105244.count","SRR2105245.count","SRR2105246.count","SRR2105247.count","SRR2105248.count","SRR2105249.count","SRR2105250.count","SRR2105251.count","SRR2105252.count","SRR2105253.count","SRR2105254.count","SRR2105287.count","SRR2105288.count","SRR2105289.count","SRR2105290.count","SRR2105291.count","SRR2105292.count","SRR2105293.count","SRR2105294.count","SRR2105295.count","SRR2105296.count","SRR2105297.count","SRR2105298.count","SRR2105299.count","SRR2105300.count","SRR2105301.count","SRR2105302.count","SRR2105335.count","SRR2105336.count","SRR2105337.count","SRR2105338.count","SRR2105339.count","SRR2105340.count","SRR2105341.count","SRR2105342.count","SRR2105343.count","SRR2105344.count","SRR2105345.count","SRR2105346.count","SRR2105347.count","SRR2105348.count","SRR2105349.count","SRR2105350.count","SRR2105385.count","SRR2105386.count","SRR2105387.count","SRR2105388.count","SRR2105389.count","SRR2105390.count","SRR2105391.count","SRR2105392.count","SRR2105393.count","SRR2105394.count","SRR2105395.count","SRR2105396.count","SRR2105397.count","SRR2105398.count","SRR2105399.count","SRR2105400.count","SRR2105449.count","SRR2105450.count","SRR2105499.count","SRR2105500.count"
"hsa-miR-4686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3728188395517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4101731099457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4687-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4687-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.926195623317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1480725748635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4690-3p",0,0,63.7999234400919,22.1131307770554,48.0584390618993,141.676505312869,0,0,30.6522805296714,0,0,0,56.8892934349755,28.181715702852,0,0,0,29.7234235439238,75.3068755177348,35.7066342926516,0,34.7294575258734,0,24.1545893719807,84.107826233231,41.3761714628545,0,0,0,0,57.9038795599305,63.7511156445238,0,0,379.26195623317,230.298969935516,0,0,97.5387716617355,85.1184565186551,0,0,203.894382709756,23.1755081230156,0,0,0,0,0,0,0,16.9253423150483,0,0,0,0,28.7918922031556,20.0545483715707,52.8262017960909,0,0,160.442822189242,0,0,0,0,33.9420270178535,98.3300283518248,0,68.5871056241427,0,0,0,0,0,0,27.0709258256632,26.4459312934705,0,0,0,0,0,0,0,36.0991282060538,0,20.3956761166633,0,21.5016771308162,0,0,29.8757170172084,0,0,0,45.5684666210982,92.5354719309069,47.0477534697718,0
"hsa-miR-4690-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4178213161533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6009251636677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5540069686411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4691-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4691-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9420270178535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4693-3p",0,0,0,0,0,0,51.9939686996308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4693-5p",0,22.0157632865131,0,0,0,0,51.9939686996308,0,0,0,0,0,0,28.181715702852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6009251636677,0,16.9253423150483,0,0,0,0,0,0,0,0,0,20.0553527736553,0,0,43.825050398808,0,0,0,0,22.8623685413809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4694-3p",0,0,0,0,0,0,0,0,0,0,0,0,56.8892934349755,0,0,0,0,29.7234235439238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4694-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3170311755871,43.9116497606815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3006105508678,20.3956761166633,0,0,0,0,0,0,0,0,0,0,0,22.4997187535156
"hsa-miR-4695-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4178213161533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0709258256632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4695-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8755578222619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.111744463445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0477534697718,0
"hsa-miR-4697-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2641768031523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9615854231239,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8757170172084,0,0,0,0,0,0,0
"hsa-miR-4697-5p",0,0,0,0,0,0,0,27.5095595719513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7918922031556,20.0545483715707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9493360116058,0,0,0,18.0495641030269,0,0,0,0,0,0,0,0,0,0,0,0,47.0477534697718,0
"hsa-miR-4698",0,0,0,0,0,0,0,0,0,0,0,37.8157616094388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4699-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4699-5p",4263.34917528655,2928.09651710625,3700.39555952533,2498.78377780726,1730.10380622837,1109.79929161747,2651.69240368117,2118.23608704025,1471.30946542423,1901.35649015268,1138.38491639986,1021.02556345485,2048.01456365912,3269.07902153083,801.190339933616,1059.06313645621,3091.53973759614,5142.15227309882,2711.04751863845,1535.38527458402,1748.04801305209,798.777523095089,1474.47851164404,1014.49275362319,3069.93565751293,413.761714628545,3118.71640198613,4377.77045096531,1317.34949282045,1059.04156738152,5500.8685581934,5418.84482978452,3954.80225988701,3813.79321880802,4399.43869230478,4710.66074868102,949.549995871522,1576.15213294501,1105.43941216634,1361.89530429848,3213.67521367521,1735.56326917009,2905.49495361403,1761.33861734919,1604.4776119403,2715.03040834057,787.229389897223,2470.67696548854,3086.88075678367,2136.50084283978,1056.20867009552,2267.99587021648,976.607915174627,1306.69781623077,1113.8441546387,1619.00802940469,3109.5243579408,2506.81854644633,3592.18172213418,3875.63517354233,3332.13550684395,3750.35096867354,1909.26447858896,2688.09830759525,7143.4832150057,8723.73722238871,3733.62297196389,5145.93815041217,4050.52264808362,4686.78555098308,1102.96145149727,1287.81641227015,792.632294104325,2154.51628767476,580.315691736305,1848.01338561047,2030.31943692474,1824.76925924946,2348.07927115619,1965.74832464631,1967.62364725874,1227.54156902131,3152.21245911974,1524.87325728771,6504.18125938103,7580.8169232713,720.312821568224,958.596777483174,2042.74041483344,2322.18113012815,1317.07524323406,1746.91560213997,4570.98470363289,3467.10739050767,706.35721493441,965.665236051502,455.684666210982,555.212831585441,1270.28934368384,1012.4873439082
"hsa-miR-4700-3p",0,22.0157632865131,63.7999234400919,44.2262615541108,48.0584390618993,23.6127508854782,155.981906098893,27.5095595719513,0,0,0,75.6315232188776,0,0,0,0,150.806816468104,118.893694175695,0,0,0,0,0,24.1545893719807,0,0,0,0,0,0,57.9038795599305,95.6266734667857,94.1619585687382,0,0,0,0,0,0,0,34.1880341880342,26.2964131692437,0,23.1755081230156,0,0,0,26.007125952511,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1107055473106,0,0,0,0,0,16.3883380586375,0,0,0,0,0,0,0,24.9731538596009,27.0709258256632,26.4459312934705,0,0,44.7187192558805,13.9493360116058,0,39.6070975918885,35.7372596669287,18.0495641030269,0,0,0,21.5016771308162,0,0,0,17.9642869974491,33.6360578540195,71.5307582260372,0,61.6903146206046,0,0
"hsa-miR-4700-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4701-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4701-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4703-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4703-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4704-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4704-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4705",0,66.0472898595394,765.599081281102,729.733315642829,48.0584390618993,47.2255017709563,467.945718296678,330.114714863415,122.609122118686,170.270730461434,355.745286374956,302.526092875511,0,0,0,0,980.244307042678,401.266217842971,0,0,0,0,0,24.1545893719807,0,0,0,36.6340623511741,0,29.4178213161533,173.711638679792,63.7511156445238,376.647834274953,652.359366375056,37.926195623317,0,41.2847824291966,0,32.5129238872452,0,68.3760683760684,26.2964131692437,101.947191354878,92.7020324920624,149.253731343284,271.503040834057,0,0,0,19.6009251636677,45.9221160911095,50.776026945145,0,0,0,43.7569737676942,28.7918922031556,0,264.131008980454,172.250452157437,32.6679951651367,80.2214110946212,0,0,0,49.9450604335231,0,114.718366410462,0,22.8623685413809,0,21.111744463445,75.4887899146977,23.4186553008126,174.094707520891,24.9731538596009,81.2127774769897,185.121519054294,46.9615854231239,59.5681310498883,447.187192558805,390.581408324964,275.818590172978,118.821292775665,71.4745193338575,18.0495641030269,0,20.3956761166633,235.700817096166,172.01341704653,0,0,29.8757170172084,35.9285739948981,504.540867810293,554.363376251788,136.705399863295,123.380629241209,0,89.9988750140623
"hsa-miR-4706",559.127760693318,924.662058033552,446.599464080643,574.941400203441,192.233756247597,259.74025974026,675.921593095201,880.30590630244,214.5659637077,170.270730461434,142.298114549982,189.078808047194,113.778586869951,140.90857851426,171.683644271489,40.7331975560081,754.034082340522,609.330182650438,75.3068755177348,71.4132685853031,58.2682671017364,173.647287629367,130.101045145063,193.236714975845,42.0539131166155,0,738.643358365136,348.023592336154,131.734949282045,382.431677109993,289.519397799653,159.377789111309,376.647834274953,685.813692855829,417.188151856487,355.916589900343,123.85434728759,205.585060818914,130.051695548981,170.23691303731,649.57264957265,552.224676554118,203.894382709756,69.5265243690468,223.880597014925,135.751520417029,87.4699322108025,104.028503810044,298.730395817774,294.013877455016,45.9221160911095,169.253423150483,232.525694089197,138.589162327506,185.640692439783,262.541842606165,172.751353218934,180.490935344136,528.262017960909,373.20931300778,392.015941981641,280.774938831174,181.834712246568,356.58446937488,701.200806380927,715.879199547165,441.246351232096,196.66005670365,304.878048780488,342.935528120713,110.296145149727,232.229189097895,113.233184872046,163.930587105688,232.126276694522,274.70469245561,216.567406605306,52.891862586941,46.9615854231239,119.136262099777,89.437438511761,195.290704162482,157.610622955987,138.62484157161,679.007933671646,541.486923090807,68.6012211017356,101.978380583316,235.700817096166,236.518448438978,254.917789013043,300.251119117808,268.881453154876,287.428591959185,33.6360578540195,71.5307582260372,136.705399863295,61.6903146206046,188.191013879087,44.9994375070312
"hsa-miR-4707-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0553527736553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4707-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4034082340522,0,75.3068755177348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0495641030269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4708-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6009251636677,0,0,0,0,0,0,0,0,0,0,0,0,45.458678061642,27.4295745672985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2834695160277,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4708-5p",0,0,0,0,0,0,0,0,0,0,0,37.8157616094388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4709-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4709-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4710",0,0,0,22.1131307770554,0,47.2255017709563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3670150483542,0,42.0539131166155,0,0,0,43.9116497606815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4459312934705,0,0,44.7187192558805,0,0,0,0,0,0,0,0,0,0,27.2955562834371,0,0,0,0,0,0,0,0
"hsa-miR-4711-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4711-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0539131166155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4712-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4712-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4713-3p",0,0,0,0,0,0,0,27.5095595719513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7084086929062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0709258256632,0,0,0,0,0,0,0,0,18.0495641030269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4713-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4714-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.458678061642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4714-5p",0,0,0,22.1131307770554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6009251636677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2967069556821,33.9420270178535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4715-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4715-5p",0,44.0315265730263,0,0,0,23.6127508854782,51.9939686996308,0,0,0,71.1490572749911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7271632403861,0,0,41.2847824291966,0,0,0,0,0,0,0,0,0,0,0,99.5767986059248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.648353477841,0,0,0,68.5871056241427,0,0,0,0,0,0,0,0,0,29.7840655249442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5684666210982,0,0,22.4997187535156
"hsa-miR-4716-3p",0,22.0157632865131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9362699941378,0,0,0,0,0,26.2964131692437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7443949573488,0,0,0,0,0,0,0,0,13.9493360116058,0,0,0,18.0495641030269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
