"gene_id","SRR2105159.count","SRR2105160.count","SRR2105161.count","SRR2105162.count","SRR2105163.count","SRR2105165.count","SRR2105166.count","SRR2105167.count","SRR2105207.count","SRR2105208.count","SRR2105209.count","SRR2105210.count","SRR2105211.count","SRR2105212.count","SRR2105213.count","SRR2105214.count","SRR2105215.count","SRR2105216.count","SRR2105217.count","SRR2105218.count","SRR2105219.count","SRR2105220.count","SRR2105221.count","SRR2105222.count","SRR2105239.count","SRR2105240.count","SRR2105241.count","SRR2105242.count","SRR2105243.count","SRR2105244.count","SRR2105245.count","SRR2105246.count","SRR2105247.count","SRR2105248.count","SRR2105249.count","SRR2105250.count","SRR2105251.count","SRR2105252.count","SRR2105253.count","SRR2105254.count","SRR2105287.count","SRR2105288.count","SRR2105289.count","SRR2105290.count","SRR2105291.count","SRR2105292.count","SRR2105293.count","SRR2105294.count","SRR2105295.count","SRR2105296.count","SRR2105297.count","SRR2105298.count","SRR2105299.count","SRR2105300.count","SRR2105335.count","SRR2105336.count","SRR2105337.count","SRR2105338.count","SRR2105339.count","SRR2105340.count","SRR2105341.count","SRR2105342.count","SRR2105343.count","SRR2105344.count","SRR2105345.count","SRR2105346.count","SRR2105347.count","SRR2105348.count","SRR2105349.count","SRR2105350.count","SRR2105385.count","SRR2105386.count","SRR2105387.count","SRR2105388.count","SRR2105389.count","SRR2105390.count","SRR2105391.count","SRR2105392.count","SRR2105393.count","SRR2105394.count","SRR2105395.count","SRR2105396.count","SRR2105397.count","SRR2105398.count","SRR2105399.count","SRR2105400.count","SRR2105449.count","SRR2105450.count","SRR2105499.count","SRR2105500.count"
"hsa-miR-4734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7878739908184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9365762663223,0,0,0,0,0,0
"hsa-miR-4735-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5755107872553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4735-5p",277.66208524226,437.282725145943,381.218628883665,352.089430715402,383.987712393203,207.30759264058,219.671590971498,459.277403551745,75.0694392312889,133.201118889399,225.5299954894,356.239535463646,233.059488434423,138.83104262113,43.2806751785328,24.0981275754874,168.067226890756,206.69698222406,245.047988564427,145.690298847226,438.615728760033,411.353352529823,115.300357431108,285.94122319301,188.11136192626,266.929146994545,151.566822022659,83.6400133824021,247.494122014602,136.920654480728,32.4380433372259,0,511.230019426741,654.981791506196,356.542555900779,277.752059994445,74.4352227474041,162.49153689912,43.6910171268787,129.961271541081,99.3097969114653,215.121054484296,183.452577508714,118.303194186243,325.24858284546,237.454487889821,92.738569971251,327.618215572786,287.405874576076,340.176891983832,105.185652676975,228.604086298043,228.303055999478,80.1073438407466,264.282253446681,332.165218979921,67.8886625933469,98.7199315541808,43.7885886937864,114.992755456406,276.060070671378,211.318202950002,416.288222827732,374.041518608566,637.200950008689,299.177262528048,189.127850426889,237.573581817702,0,0,223.583597907258,167.373354162017,157.498917194944,118.727243944911,321.313816494109,198.294665873488,171.479525344674,203.93596410727,274.531335791042,300.429184549356,339.356918639179,435.658661438763,119.363790994002,143.492610130578,0,0,45.5373406193078,61.6370808678501,94.0910801656003,44.9943757030371
"hsa-miR-4736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5228432455015,0,0,0,0,0,0,0
"hsa-miR-4737",0,0,0,0,0,0,0,0,0,14.8001243210443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4738-3p",0,0,0,22.0055894197126,0,0,0,0,75.0694392312889,0,0,71.2479070927292,0,34.7077606552825,0,0,42.0168067226891,41.3393964448119,0,0,0,58.7647646471176,0,63.5424940428912,0,66.7322867486362,75.7834110113296,0,41.249020335767,34.2301636201821,32.4380433372259,56.6604340189246,0,52.3985433204957,0,69.4380149986112,0,27.08192281652,0,77.9767629246485,49.6548984557327,0,45.8631443771785,0,139.392249790912,59.3636219724553,139.107854956877,0,28.7405874576076,20.0104054108136,0,114.302043149021,65.2294445712795,0,88.094084482227,49.8247828469881,33.9443312966735,32.9066438513936,43.7885886937864,68.9956532738438,0,84.5272811800008,0,46.7551898260707,0,99.725754176016,0,52.7941292928226,46.8845234188194,29.7503941927231,0,41.8433385405043,118.124187896208,19.7878739908184,71.4030703320243,72.1071512267229,102.887715206804,0,78.4375245117264,21.4592274678112,0,0,0,71.7463050652891,33.6190956463271,0,91.0746812386157,154.092702169625,94.0910801656003,44.9943757030371
"hsa-miR-4738-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2806751785328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0267878066807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4739",0,131.184817543783,0,44.0111788394252,0,51.8268981601451,109.835795485749,30.6184935701163,225.208317693867,251.602113457753,75.1766651631334,35.6239535463646,58.2648721086057,0,173.122700714131,48.1962551509748,0,0,81.6826628548091,72.8451494236128,43.8615728760033,117.529529294235,57.650178715554,0,188.11136192626,183.513788558749,189.458527528324,41.8200066912011,0,0,32.4380433372259,28.3302170094623,68.1640025902321,78.5978149807435,0,23.1460049995371,148.870445494808,27.08192281652,0,51.9845086164323,49.6548984557327,58.6693784957171,45.8631443771785,33.8009126246409,46.4640832636372,39.5757479816369,0,131.047286229114,28.7405874576076,20.0104054108136,157.778479015462,28.5755107872553,0,40.0536719203733,88.094084482227,116.257826642972,33.9443312966735,16.4533219256968,0,91.994204365125,110.424028268551,63.3954608850006,0,0,0,24.931438544004,0,0,0,59.5007883854461,0,69.7388975675073,78.7494585974721,59.3636219724553,107.104605498036,90.1339390334036,0,20.393596410727,39.2187622558632,21.4592274678112,42.4196148298973,0,89.5228432455015,71.7463050652891,33.6190956463271,17.8772547687577,0,0,47.0455400828002,67.4915635545557
"hsa-miR-4740-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4740-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8185404339251,0,0
"hsa-miR-4742-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9100033456005,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5564594985724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4742-5p",6177.98139664029,3935.54452631349,6163.03450028591,3939.00050612856,2255.92781031007,3990.67115833117,3295.07386457246,2020.82057562768,5329.93018542151,7858.86601447452,3984.36325364607,2244.30907342097,2796.71386121307,1249.47938359017,2380.4371348193,1638.67267513314,3781.51260504202,806.118230673832,6003.67571982847,6465.00701134563,1886.04763366814,1851.0900863842,7898.0744840309,8546.46544876886,6866.0647103085,6022.58887906441,7047.85722405365,7653.0612244898,1608.71179309491,2533.03210789348,1524.58803684962,2039.77562468129,4941.89018779183,2803.32206764652,4685.9878775531,2522.91454494954,3089.06174401727,4089.37034529452,1441.803565187,3430.97756868453,4866.1800486618,3285.48519576016,1834.52577508714,3312.4894372148,1347.45841464548,1701.75716321038,1901.14068441065,2424.37479523862,4368.56929355636,3882.01864969784,5890.39654991059,6286.61237319617,5185.74084341672,5887.88977229488,11452.2309826895,13485.9078905848,6788.86625933469,7371.08822271217,6086.61382843631,6646.58126538028,1601.14840989399,2113.18202950002,832.576445655465,3413.12885730316,926.837745467184,2692.59536275243,3566.41089376418,3062.05949898371,3610.1083032491,3004.78981346503,2191.11925949112,1924.7935728632,4646.21805725086,2849.45385467785,10139.2359871474,11807.5460133759,1097.46896220591,1447.94534516162,3765.00117656287,3369.09871244635,2078.56112666497,2777.32396667211,7102.14556414312,5506.52891376094,1109.43015632879,1269.2850885818,774.134790528233,924.556213017751,1928.86714339481,1484.81439820023
"hsa-miR-4743-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4743-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0268359601867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0556809631302,33.3661433743181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4745-3p",0,21.8641362572972,0,0,0,0,27.4589488714372,0,0,0,75.1766651631334,35.6239535463646,0,0,0,0,0,0,40.8413314274045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1460049995371,0,0,0,0,0,19.5564594985724,0,0,0,0,0,0,0,0,0,0,0,0,44.0470422411135,16.608260948996,0,0,0,0,0,0,0,23.3775949130353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4745-5p",0,0,0,0,0,0,0,0,0,14.8001243210443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4746-3p",0,0,0,0,0,0,0,30.6184935701163,75.0694392312889,29.6002486420886,0,0,0,69.415521310565,0,0,0,0,0,18.2112873559032,0,0,0,0,0,0,0,0,0,0,32.4380433372259,0,0,0,0,0,0,0,0,25.9922543082162,0,19.5564594985724,0,0,0,19.7878739908184,46.3692849856255,0,28.7405874576076,0,0,0,32.6147222856397,20.0268359601867,44.0470422411135,0,0,16.4533219256968,0,0,0,0,0,0,0,0,0,26.3970646464113,0,0,0,0,0,0,35.7015351660121,18.0267878066807,0,0,0,0,0,27.2286663399227,0,0,0,0,45.5373406193078,0,0,0
"hsa-miR-4746-5p",0,65.5924087718915,0,22.0055894197126,47.9984640491504,51.8268981601451,54.9178977428744,0,0,14.8001243210443,0,0,0,0,0,0,0,0,0,18.2112873559032,0,29.3823823235588,0,31.7712470214456,0,16.683071687159,37.8917055056648,0,41.249020335767,34.2301636201821,32.4380433372259,0,0,0,0,0,0,27.08192281652,0,25.9922543082162,0,0,0,16.9004563123204,0,0,46.3692849856255,0,0,0,0,28.5755107872553,32.6147222856397,0,0,0,0,16.4533219256968,0,0,55.2120141342756,21.1318202950002,0,0,0,0,0,26.3970646464113,0,29.7503941927231,0,27.8955590270029,0,19.7878739908184,0,18.0267878066807,68.5918101378695,0,0,0,0,54.4573326798453,89.5228432455015,107.619457597934,0,35.7545095375154,0,0,0,0
"hsa-miR-4747-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.931438544004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4747-5p",0,0,63.5364381472775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3823823235588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7013689369613,0,0,0,0,0,0,0,0,32.6147222856397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3970646464113,0,0,0,0,0,19.7878739908184,0,0,0,0,0,0,0,0,29.8409477485005,17.9365762663223,0,0,0,30.8185404339251,0,0
"hsa-miR-4748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.650178715554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4749-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0182643466984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4749-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7885886937864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4196148298973,0,0,0,0,0,0,0,0,22.4971878515186
"hsa-miR-4750-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4750-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7885886937864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4752",347.077606552825,655.924087718915,63.5364381472775,198.050304777413,287.990784294903,466.442083441306,604.096875171619,0,450.416635387734,370.003108026107,150.353330326267,106.871860639094,116.529744217211,69.415521310565,43.2806751785328,48.1962551509748,84.0336134453782,20.669698222406,285.889319991832,182.112873559032,87.7231457520067,58.7647646471176,57.650178715554,127.084988085782,470.278404815651,250.246075307386,189.458527528324,104.550016728003,123.747061007301,308.071472581639,32.4380433372259,84.9906510283869,238.574009065812,288.191988262726,203.738603371874,46.2920099990742,74.4352227474041,0,0,0,198.619593822931,136.895216490007,137.589433131535,84.5022815616022,46.4640832636372,138.515117935729,92.738569971251,196.570929343672,172.443524745646,80.0416216432545,262.964131692437,342.906129447064,195.688333713838,240.32203152224,572.611549134476,531.464350367873,135.777325186694,32.9066438513936,350.308709550291,137.991306547688,0,42.2636405900004,113.533151680291,140.265569478212,115.854718183398,99.725754176016,54.0365286933967,158.382387878468,93.7690468376389,29.7503941927231,178.866878325806,111.582236108012,39.3747292987361,98.9393699540921,285.612281328097,324.482180520253,34.2959050689348,101.967982053635,117.65628676759,0,0,108.914665359691,417.773268479007,233.17549146219,0,17.8772547687577,136.612021857924,30.8185404339251,188.182160331201,44.9943757030371
"hsa-miR-4753-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4753-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4755-3p",0,21.8641362572972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4592274678112,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4755-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4756-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9346508429685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.393596410727,0,0,0,0,0,0,33.6190956463271,0,0,0,0,0
"hsa-miR-4756-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2959050689348,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4757-3p",0,21.8641362572972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4757-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4758-3p",0,0,0,0,0,0,0,0,0,0,75.1766651631334,0,58.2648721086057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2920099990742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4758-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1460049995371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.08192281652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4760-3p",277.66208524226,262.369635087566,63.5364381472775,88.0223576788504,0,518.268981601451,247.130539842935,30.6184935701163,300.277756925156,266.402237778797,75.1766651631334,35.6239535463646,116.529744217211,0,0,72.2943827264622,0,41.3393964448119,81.6826628548091,91.0564367795159,0,29.3823823235588,288.25089357777,95.3137410643368,0,183.513788558749,75.7834110113296,83.6400133824021,82.498040671534,102.690490860546,97.3141300116777,141.651085047311,238.574009065812,314.391259922974,152.803952528905,69.4380149986112,111.652834121106,108.32769126608,131.073051380636,0,99.3097969114653,0,0,84.5022815616022,0,0,92.738569971251,43.6824287430381,28.7405874576076,60.0312162324409,105.185652676975,85.726532361766,65.2294445712795,180.24152364168,264.282253446681,348.773479928917,101.83299389002,82.266609628484,131.365766081359,114.992755456406,0,42.2636405900004,37.8443838934302,23.3775949130353,0,49.862877088008,54.0365286933967,26.3970646464113,0,0,134.150158744355,55.7911180540058,39.3747292987361,19.7878739908184,35.7015351660121,144.214302453446,0,40.7871928214541,0,42.9184549356223,42.4196148298973,27.2286663399227,89.5228432455015,107.619457597934,67.2381912926542,0,45.5373406193078,30.8185404339251,47.0455400828002,44.9943757030371
"hsa-miR-4760-5p",0,43.7282725145943,0,88.0223576788504,47.9984640491504,51.8268981601451,27.4589488714372,0,0,103.60087024731,0,0,0,0,0,0,42.0168067226891,0,0,54.6338620677096,0,29.3823823235588,57.650178715554,0,0,33.3661433743181,75.7834110113296,62.7300100368016,0,68.4603272403642,0,0,68.1640025902321,26.1992716602478,0,23.1460049995371,0,0,0,0,0,19.5564594985724,91.726288754357,33.8009126246409,0,0,46.3692849856255,0,57.4811749152153,40.0208108216272,0,28.5755107872553,32.6147222856397,40.0536719203733,44.0470422411135,49.8247828469881,0,16.4533219256968,0,22.9985510912813,0,21.1318202950002,37.8443838934302,0,115.854718183398,0,0,79.191193939234,0,0,89.433439162903,13.9477795135014,39.3747292987361,39.5757479816369,107.104605498036,36.0535756133615,0,0,0,21.4592274678112,42.4196148298973,0,29.8409477485005,17.9365762663223,0,17.8772547687577,45.5373406193078,0,0,0
"hsa-miR-4761-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2301636201821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5928263384874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4761-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,34.7077606552825,0,0,0,20.669698222406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6910171268787,0,0,0,0,0,0,0,0,0,28.7405874576076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.927359091699,24.931438544004,0,0,0,0,0,13.9477795135014,0,0,35.7015351660121,0,0,0,0,0,42.4196148298973,27.2286663399227,0,17.9365762663223,0,0,0,0,0,0
"hsa-miR-4762-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4762-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4763-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4763-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4764-3p",0,0,0,0,0,0,0,0,0,29.6002486420886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1640025902321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.094084482227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7015351660121,0,0,0,0,0,0,0,0,17.9365762663223,0,0,0,0,0,0
